rank,game_title,platform,year,genre,publisher,developer,critic_score,user_score,north_america,europe,japan,rest_of_world,global
899,Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,Intelligent Systems,7.3,,0.85,0.31,0.56,0.04,1.76
900,Kid Icarus,NES,1986,Platform,Nintendo,Nintendo R&D1,,,0.53,0.12,1.09,0.02,1.76
901,Sonic the Hedgehog 3,GEN,1994,Platform,Sega,Sonic Team,,,1.02,0.47,0.2,0.07,1.76
902,State of Emergency,PS2,2002,Action,Take-Two Interactive,VIS Entertainment,8,,0.86,0.67,0,0.22,1.76
903,The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,Heavy Iron Studios,6.6,,1.06,0.54,0,0.16,1.76
904,Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,Red Storm Entertainment,,,1.23,0.46,0,0.07,1.76
905,Star Wars Battlefront,XB,2004,Shooter,Activision,Pandemic Studios,8.1,,1.24,0.45,0,0.07,1.75
906,Disney's Aladdin,SNES,1993,Platform,Capcom,Virgin Interactive,,,0.94,0.34,0.21,0.27,1.75
907,Madden NFL 2000,PS,1998,Sports,Electronic Arts,EA Tiburon,,,1.68,0.04,0,0.04,1.75
908,Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,Konami Computer Entertainment Tokyo,,,0.06,0.9,0.53,0.27,1.75
909,Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,LucasArts,7.1,,1.05,0.52,0,0.18,1.75
910,Kirby's Adventure,NES,1993,Platform,Nintendo,HAL Laboratory,,,0.79,0.14,0.8,0.02,1.75
911,GoldenEye 007 (2010),Wii,2010,Action,Activision,Activision G(0,,,0.8,0.65,0.13,0.17,1.74
912,Madden NFL 99,PS,1998,Sports,Electronic Arts,EA Sports,,,1.66,0.04,0,0.04,1.74
913,Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts,Big Ape Productions,,,0.72,0.89,0.04,0.1,1.74
