rank,game_title,platform,year,genre,publisher,developer,critic_score,user_score,north_america,europe,japan,rest_of_world,global
1015,The Legend of Zelda: Twilight Princess,GC,2006,Adventure,Nintendo,Nintendo EAD,9.5,9.6,1.15,0.36,0.04,0.04,1.59
1016,Soul Blade,PS,1996,Fighting,Sony Computer Entertainment,Namco,8.6,,0.61,0.41,0.46,0.1,1.59
1017,Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,Square Enix,ArtePiazza,8.1,,0.29,0.01,1.27,0.03,1.59
1018,Grand Theft Auto: Episodes from Liberty City,PS3,2010,Adventure,Take-Two Interactive,Rockstar North,9,,0.44,0.75,0.13,0.27,1.59
1019,Need for Speed Carbon,X360,2006,Racing,Electronic Arts,EA Black Box,7.9,,0.73,0.66,0.02,0.17,1.58
1020,MySims,Wii,2007,Simulation,Electronic Arts,EA Redwood Shores,6.7,,0.88,0.5,0.04,0.16,1.58
1021,Pro Evolution Soccer 2008,PS3,2007,Sports,Konami Digital Entertainment,Konami,8.2,,0.04,1.09,0.32,0.13,1.58
1022,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts,Krome Studios,,,1.17,0.27,0,0.14,1.58
1023,Jampack Summer 2K,PS,2000,Misc,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.88,0.6,0,0.1,1.58
1024,Spyro 2: Season of Flame,GBA,2002,Platform,Vivendi Games,Digital Eclipse,,,0.85,0.65,0,0.08,1.58
1025,Conflict: Desert Storm,PS2,2002,Shooter,Capcom,Pivotal Games,,,0.98,0.53,0,0.06,1.57
1026,NCAA Football 2002,PS2,2001,Sports,Electronic Arts,EA Tiburon,,,0.77,0.6,0,0.2,1.57
1027,Pro Evolution Soccer 2010,PS2,2009,Sports,Konami Digital Entertainment,Konami,7,,0.1,1.07,0.12,0.28,1.57
1028,Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,Rare Ltd.,8.4,,0.43,0.92,0.02,0.19,1.57
1029,Mario Party 7,GC,2005,Misc,Nintendo,Hudson Soft,6,,0.95,0.11,0.46,0.04,1.57
1030,Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,Square Enix,7.1,,0.97,0.02,0.49,0.09,1.57
1031,Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,Ninja Theory,8,,0.55,0.69,0.06,0.28,1.57
1032,Detroit: Become Human,PS4,2018,Adventure,Sony Interactive Entertainment  ,Quantic Dream  ,8,,0.55,0.67,0.12,0.24,1.57
1033,Just Cause 2,PS3,2010,Action,Square Enix,Avalanche Studios,8.2,,0.38,0.84,0.06,0.29,1.57
1034,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,Probe Entertainment Limited,,,1.19,0.24,0,0.14,1.57
1035,Final Fight,SNES,1990,Action,Capcom,Capcom,10,,0.67,0.17,0.69,0.03,1.56
1036,Fight Night Round 3,PS2,2006,Fighting,Electronic Arts,EA Chicago,,,1.07,0.4,0,0.1,1.56
1037,Donkey Kong Classics,NES,1988,Platform,Nintendo,Nintendo,,,0.59,0.14,0.81,0.02,1.56
1038,Pokemon Pinball: Ruby & Sapphire,GBA,2003,Misc,Nintendo,Nintendo EAD,,,0.68,0.38,0.44,0.05,1.56
1039,Twisted Metal,PS,1995,Action,Sony Computer Entertainment,SingleTrac,7,,1.32,0.19,0,0.05,1.56
1040,Smuggler's Run,PS2,2000,Racing,Take-Two Interactive,Rockstar San Diego,,,0.77,0.6,0,0.2,1.56
1041,Spider-Man 2: Enter: Electro,PS,2001,Action,Activision,Vicarious Visions,,,0.57,0.87,0.02,0.09,1.55
1042,Stuntman,PS2,2002,Racing,Atari,Reflections Interactive,,,0.76,0.59,0,0.2,1.55
1043,Hannah Montana: Music Jam,DS,2007,Action,Disney Interactive Studios,Fall Line Studio,,,1.04,0.36,0,0.14,1.55
1044,Skate 3,X360,2010,Sports,Electronic Arts,EA Black Box,8.3,,0.85,0.54,0,0.16,1.55
1045,007: The World is not Enough,N64,2000,Action,Electronic Arts,Eurocom Entertainment Software,7.4,,1.13,0.38,0.02,0.03,1.55
1046,Rock Band,PS3,2000,Misc,Electronic Arts,Harmonix Music Systems,9.1,,0.96,0.39,0,0.21,1.55
1047,Mortal Kombat vs DC Universe,X360,2008,Fighting,Midway Games,Midway Amusement Games,7.6,,1.21,0.21,0,0.13,1.55
1048,inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,Sucker Punch Productions,8.1,,0.91,0.36,0.08,0.2,1.55
1049,Tom Clancy's Rainbow Six 3,XB,2003,Shooter,Ubisoft,Ubisoft Montreal / Red Storm Entertainment,,,0.91,0.57,0,0.07,1.55
1050,Command & Conquer: Tiberian Sun,PC,1999,Strategy,Westwood Studios,Westwood Studios,,,1.55,0,0,0,1.55
1051,Warcraft III: The Frozen Throne,PC,2003,Strategy,Activision,Blizzard Entertainment,9.2,,0.58,0.87,0,0.09,1.54
1052,Resident Evil 6,X360,2012,Action,Capcom,Capcom,,,0.86,0.48,0.05,0.15,1.54
1053,MVP Baseball 2005,PS2,2005,Sports,Electronic Arts,EA Canada,,,1.26,0.07,0,0.21,1.54
1054,Die Hard Trilogy,PS,1996,Shooter,Fox Interactive,Probe Entertainment Limited,8.5,,0.85,0.58,0,0.1,1.54
1055,Dark Cloud,PS2,2000,Role-Playing,Sony Computer Entertainment,Level 5,8.2,,0.83,0.44,0.08,0.19,1.54
1056,SpongeBob's Atlantis SquarePantis,DS,2007,Adventure,THQ,Altron,,,1.42,0,0,0.12,1.54
1057,Far Cry 2,X360,2008,Shooter,Ubisoft,Ubisoft Montreal,8.5,,0.69,0.66,0.02,0.17,1.54
1058,NFL GameDay 99,PS,1998,Sports,989 Studios,Red Line Studios,,,1.44,0.05,0,0.04,1.53
1059,Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,Sculptured Software,,,1.19,0.29,0,0.05,1.53
1060,Guitar Hero: On Tour Decades,DS,2008,Misc,Activision,Vicarious Visions,,,0.81,0.56,0,0.16,1.53
1061,High School Musical 3: Senior Year,DS,2008,Misc,Disney Interactive Studios,Griptonite Games,,,0.6,0.75,0,0.17,1.53
1062,Tiger Woods 99 PGA Tour Golf,PS,1997,Sports,Electronic Arts,EA Sports,,,0.85,0.58,0,0.1,1.53
1063,Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,Camelot Software Planning,8.1,,1.09,0.15,0.25,0.04,1.53
1064,Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,HAL Laboratory,7.6,,0.52,0.18,0.76,0.07,1.53
1065,Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,Square Enix,ArtePiazza,8.6,,0.15,0.01,1.36,0.01,1.53
1066,Super Monkey Ball 2,GC,2002,Puzzle,Atari,Amusement Vision,,,1.11,0.31,0.06,0.04,1.52
1067,Active Life: Outdoor Challenge,Wii,2008,Sports,Atari,High Horse Entertainment,,,0.77,0.42,0.19,0.14,1.52
1068,Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,EA Vancouver,5.9,,0.68,0.66,0.01,0.17,1.52
1069,NBA Live 2000,PS,1998,Sports,Electronic Arts,NuFX,,,1.43,0.05,0,0.03,1.52
1070,Knockout Kings,PS,1997,Fighting,Electronic Arts,Press Start Inc.,,,1.07,0.39,0,0.06,1.52
1071,NASCAR 98,PS,1996,Racing,Electronic Arts,Stormfront Studios,,,1.43,0.05,0,0.04,1.52
1072,NASCAR 99,PS,1998,Racing,Electronic Arts,Stormfront Studios,,,1.45,0.04,0,0.04,1.52
1073,The Simpsons Skateboarding,PS2,2002,Sports,Electronic Arts,The Code Monkeys,,,0.36,0.9,0,0.27,1.52
1074,F1 Race,NES,1984,Racing,Nintendo,Nintendo,,,0,0,1.52,0,1.52
1075,Pokémon Battle Revolution,Wii,2006,Role-Playing,Nintendo,Nintendo EAD,,,0.77,0.33,0.3,0.12,1.52
1076,Pokémon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,Nintendo,Nintendo EAD,,,0.54,0.42,0.44,0.12,1.52
1077,Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,FarSight Studios,,,1.26,0.14,0,0.13,1.52
1078,Simpsons Wrestling,PS,2001,Fighting,Electronic Arts,Big Ape Productions,,,0.23,1.16,0,0.11,1.51
1079,NBA Live 98,PS,1997,Sports,Electronic Arts,EA Canada,,,1.41,0.06,0,0.04,1.51
1080,MySims Kingdom,DS,2008,Simulation,Electronic Arts,EA Redwood Shores,,,0.77,0.57,0.01,0.16,1.51
1081,The Simpsons Game,PS2,2007,Platform,Electronic Arts,Griptonite Games,,,0.35,0.94,0,0.22,1.51
1082,Monopoly,PS,1997,Misc,Hasbro Interactive,Unknown,,,1.18,0.27,0,0.05,1.51
1083,Pac-Man World 2,PS2,2002,Action,Namco Bandai Games,Namco,,,1.26,0.05,0,0.21,1.51
1084,Gran Turismo 4 Prologue,PS2,2003,Racing,Sony Computer Entertainment,Polyphony Digital,,,0,0.57,0.77,0.17,1.51
1085,Assassin's Creed: Bloodlines,PSP,2009,Action,Ubisoft,Griptonite Studio,6.3,,0.38,0.69,0.05,0.39,1.51
1086,SoulCalibur IV,X360,2008,Fighting,Ubisoft,Project Soul,8.3,,0.88,0.42,0.07,0.15,1.51
1087,Mega Man 2,NES,1988,Action,Capcom,Capcom,,,0.81,0.26,0.4,0.04,1.5
1088,Tokyo Xtreme Racer Zero,PS2,2000,Racing,Crave Entertainment,Genki,,,0.66,0.52,0.15,0.17,1.5
1089,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,BioWare Edmonton,8.5,,0.88,0.35,0.08,0.19,1.5
1090,Madden NFL 2001,PS2,2000,Sports,Electronic Arts,EA Sports,,,1.19,0.07,0.05,0.2,1.5
1091,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986,Platform,Hudson Soft,Hudson Soft,,,0,0,1.5,0,1.5
1092,NFL Blitz,PS,1998,Sports,Midway Games,Midway Games,9.1,,1.41,0.05,0,0.04,1.5
1093,Pac-Man World,PS,1998,Action,Namco Bandai Games,Namco,,,1.21,0.14,0.1,0.04,1.5
1094,SoulCalibur II,GC,2003,Fighting,Namco Bandai Games,Namco,9.2,,0.99,0.32,0.11,0.08,1.5
1095,Dragon Ball: Xenoverse 2,PS4,2016,Action,Namco Bandai Games  ,Dimps Corporation  ,7.1,,0.54,0.59,0.14,0.23,1.5
1096,Ice Climber,NES,1985,Platform,Nintendo,Nintendo R&D1,,,0.46,0.1,0.92,0.02,1.5
1097,Sonic CD,SCD,1993,Platform,Sega,Sonic Team,,,1,0.36,0.09,0.05,1.5
1098,WWF No Mercy,N64,2000,Fighting,THQ,Aki Corp.,9.1,,1.2,0.27,0.02,0.02,1.5
1099,Red Faction II,PS2,2002,Shooter,THQ,Volition Inc.,8.6,,0.49,0.78,0,0.23,1.5
1100,Resident Evil: The Umbrella Chronicles,Wii,2007,Shooter,Capcom,Cavia Inc.,7.5,8,0.65,0.42,0.29,0.13,1.49
1101,Medal of Honor: Frontline,XB,2002,Shooter,Electronic Arts,EA Los Angeles,9,,1,0.43,0,0.06,1.49
1102,Madden NFL 09,PS2,2008,Sports,Electronic Arts,EA Tiburon,8.5,,1.22,0.17,0,0.11,1.49
1103,Banjo-Tooie,N64,2000,Platform,Nintendo,Rare Ltd.,9.3,,0.82,0.36,0.25,0.06,1.49
1104,Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,Nintendo,Square Enix,7.7,7.5,0.72,0.38,0.36,0.04,1.49
1105,Buzz! The BIG Quiz,PS2,2006,Misc,Sony Computer Entertainment,Relentless Software,,,0,1.1,0,0.39,1.49
1106,Hitman: Absolution,PS3,2012,Action,Square Enix,IO Interactive,,,0.42,0.75,0.05,0.28,1.49
1107,Fight Night 2004,PS2,2004,Fighting,Electronic Arts,EA Canada,,,1.08,0.2,0,0.2,1.48
1108,MySims Kingdom,Wii,2008,Simulation,Electronic Arts,EA Redwood Shores,,,0.69,0.62,0.01,0.16,1.48
1109,Wario Land II,GB,1997,Platform,Nintendo,Nintendo R&D1,,,0.7,0.35,0.39,0.04,1.48
1110,Nintendo World Cup,NES,1990,Sports,Nintendo,Technos Japan Corporation,,,0.28,0.5,0.65,0.05,1.48
1111,Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,Square Enix,Square Enix,5.7,,0.47,0.37,0.52,0.12,1.48
1112,Major League Baseball 2K5,PS2,2005,Sports,Take-Two Interactive,Kush Games,,,0.72,0.56,0,0.19,1.48
1113,WWF WrestleMania 2000,N64,1999,Fighting,THQ,Aki Corporation,,,1.2,0.25,0.02,0.02,1.48
1114,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,Ubisoft Paris,9.1,,1.36,0.01,0.02,0.09,1.48
1115,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,Ubisoft,Ubisoft Shanghai,9.2,9,0.82,0.59,0,0.07,1.48
1116,Call of Duty: Modern Warfare: Reflex Edition,Wii,2009,Shooter,Activision,Treyarch,7.2,8.9,0.93,0.4,0,0.14,1.47
1117,Guitar Hero 5,Wii,2009,Misc,Activision,Vicarious Visions,8.9,,0.89,0.44,0,0.14,1.47
1118,Rage,X360,2011,Shooter,Bethesda Softworks,id Software,7.9,,0.75,0.54,0.03,0.15,1.47
1119,The Simpsons Game,DS,2007,Platform,Electronic Arts,Griptonite Games,,,0.56,0.75,0,0.17,1.47
1120,Mario Golf,N64,1999,Sports,Nintendo,Camelot Software Planning,9,,0.62,0.18,0.65,0.02,1.47
1121,New Play Control! Mario Power Tennis,Wii,2009,Sports,Nintendo,Camelot Software Planning,6.6,,0.33,0.71,0.28,0.15,1.47
1122,Disney Princess,GBA,2003,Platform,THQ,Art,,,1.04,0.37,0,0.06,1.47
1123,Imagine: Master Chef,DS,2007,Simulation,Ubisoft,MTO,,,0.39,0.91,0,0.17,1.47
1124,Super Monkey Ball,GC,2001,Puzzle,Atari,Amusement Vision,9,,0.95,0.37,0.1,0.04,1.46
1125,Devil May Cry 4,PS3,2008,Action,Capcom,Capcom,8.2,8.2,0.55,0.39,0.34,0.19,1.46
1126,Disney Sing It: Pop Hits,Wii,2009,Misc,Disney Interactive Studios,Zoe Mode,6.8,,1.06,0.27,0,0.13,1.46
1127,Mortal Kombat 4,PS,1998,Fighting,GT Interactive,Eurocom Entertainment Software,,,0.81,0.55,0,0.1,1.46
1128,Midway Arcade Treasures,PS2,2003,Misc,Midway Games,Digital Eclipse,,,0.72,0.56,0,0.19,1.46
1129,Triple Play 99,PS,1998,Sports,N/A,Treyarch,,,0.81,0.55,0,0.1,1.46
1130,Mario Superstar Baseball,GC,2005,Sports,Nintendo,Namco / NOW Production,7.2,,0.93,0.24,0.25,0.04,1.46
1131,Xenogears,PS,1998,Role-Playing,Square,SquareSoft,7.8,,0.29,0.19,0.89,0.1,1.46
1132,WCW vs the World,PS,1998,Fighting,THQ,Aki Corp.,,,1.17,0.2,0.04,0.05,1.46
1133,The SpongeBob SquarePants Movie,GBA,2004,Platform,THQ,Heavy Iron Studios,6.6,,1.02,0.38,0,0.06,1.46
1134,Onimusha 3: Demon Siege,PS2,2004,Action,Capcom,Capcom,,,0.37,0.47,0.54,0.07,1.45
1135,Resident Evil Outbreak,PS2,2003,Action,Capcom,Capcom Production Studio 1,7.1,,0.54,0.35,0.46,0.1,1.45
1136,Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,From Software,9,,0.5,0.29,0.52,0.14,1.45
1137,Namco Museum 64,N64,1999,Misc,Namco Bandai Games,Mass Media,,,1.24,0.17,0.03,0.01,1.45
1138,Tamagotchi,GB,1996,Simulation,Namco Bandai Games,Tom Create,,,0,0,1.44,0.01,1.45
1139,Sonic Colors,Wii,2010,Platform,Sega,Sonic Team,7.7,,0.77,0.52,0.01,0.15,1.45
1140,Red Dead Revolver,PS2,2004,Shooter,Take-Two Interactive,Rockstar San Diego,,,0.71,0.55,0,0.19,1.45
1141,Call of Duty: Black Ops,PC,2010,Shooter,Activision,Treyarch,8.8,,0.53,0.7,0,0.22,1.44
1142,Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,EA Redwood Shores,,,1.03,0.32,0,0.09,1.44
1143,NCAA Football 2003,PS2,2002,Sports,Electronic Arts,EA Tiburon,,,1.16,0.08,0,0.19,1.44
1144,Kirby Super Star,SNES,1996,Platform,Nintendo,HAL Laboratory,,,0.26,0.07,1.09,0.02,1.44
1145,SingStar Pop,PS2,2007,Misc,Sony Computer Entertainment,SCEE London Studio,,,0.04,1.08,0,0.32,1.44
1146,Drawn To Life: SpongeBob SquarePants Edition,DS,2008,Adventure,THQ,Altron,,,0.96,0.34,0,0.13,1.44
1147,Disney's DuckTales,GB,1988,Platform,Capcom,Capcom,,,0.82,0.23,0.35,0.03,1.43
1148,Fight Night Round 4,PS3,2009,Fighting,Electronic Arts,EA Canada,8.6,,0.89,0.35,0,0.19,1.43
1149,Triple Play 2000,PS,1999,Sports,Electronic Arts,Treyarch,,,0.79,0.54,0,0.09,1.43
1150,Frogger 2: Swampy's Revenge,PS,1999,Action,Hasbro Interactive,Blitz Games,,,0.8,0.54,0,0.09,1.43
1151,Rock Band 2,PS3,2008,Misc,MTV Games,Harmonix Music Systems,9.2,,1.09,0.18,0,0.15,1.43
1152,Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,Nintendo EAD,8.3,,0,0,1.39,0.03,1.43
1153,Wall-E,DS,2008,Platform,THQ,Heavy Iron Studios,,,0.44,0.81,0,0.17,1.43
1154,Resident Evil,GC,2002,Action,Capcom,Capcom,8.6,,0.63,0.38,0.35,0.05,1.42
1155,Disney Fairies: Tinker Bell,DS,2008,Adventure,Disney Interactive Studios,Hyde,,,0.78,0.49,0.01,0.14,1.42
1156,NBA Live 06 (Weekly american sales),PS2,2005,Sports,Electronic Arts,EA Canada,,,1.35,0.05,0,0.02,1.42
1157,Fight Night Round 3,X360,2006,Fighting,Electronic Arts,EA Chicago,,,1.3,0.01,0.01,0.1,1.42
1158,NFL Street,PS2,2004,Sports,Electronic Arts,EA Tiburon,,,1.15,0.08,0,0.19,1.42
1159,The Legend of Zelda: The Minish Cap,GBA,2004,Adventure,Nintendo,Flagship,8.9,,0.89,0.22,0.22,0.1,1.42
1160,Super Metroid,SNES,1994,Adventure,Nintendo,Intelligent Systems,8,,0.57,0.12,0.71,0.02,1.42
1161,LEGO Star Wars: The Video Game,GC,2005,Action,Eidos Interactive,Traveller's Tales,7.9,,1.09,0.28,0,0.04,1.41
1162,Knockout Kings 2000,PS,1999,Fighting,Electronic Arts,EA Sports,,,1.02,0.34,0,0.05,1.41
1163,NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,EA Tiburon,,,0.69,0.54,0,0.18,1.41
1164,Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,Incognito Inc.,8.9,,1.19,0.17,0,0.05,1.41
1165,Just Cause 2,X360,2010,Action,Square Enix,Avalanche Studios,8.2,,0.5,0.74,0.02,0.16,1.41
1166,My Word Coach,DS,2007,Misc,Ubisoft,Ubisoft Montreal,,,0.35,0.89,0,0.17,1.41
1167,The Lion King,GEN,1994,Platform,Virgin Interactive,Westwood Studios,,,0.97,0.37,0.03,0.05,1.41
1168,007: Quantum of Solace,X360,2008,Action,Activision,Treyarch,6.6,,0.79,0.46,0.01,0.14,1.4
1169,Spider-Man: The Movie,XB,2002,Action,Activision,Treyarch,8.2,,1.07,0.28,0,0.05,1.4
1170,Fallout 4,PC,2015,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  ,9,,0.57,0.72,,0.11,1.4
1171,Colin McRae Rally 3,PS2,2002,Racing,Codemasters,Codemasters,,,0.03,1.05,0.02,0.3,1.4
1172,Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,EA Tiburon,,,0.8,0.46,0,0.14,1.4
1173,Need For Speed: Undercover,PS2,2008,Racing,Electronic Arts,EA Vancouver,5.9,,0.38,0.81,0.03,0.19,1.4
1174,Paper Mario: Sticker Star,3DS,2012,Action,Nintendo,Intelligent Systems,,,0.61,0.19,0.53,0.07,1.4
1175,Sonic Advance 3,GBA,2004,Platform,Sega,Dimps Corporation / Sonic Team,,,0.74,0.52,0.08,0.06,1.4
1176,Football Manager 2012,PC,2011,Sports,Sega,Sega,8.5,,0.02,1.11,0,0.28,1.4
1177,The House of the Dead 2 & 3 Return,Wii,2008,Shooter,Sega,Sega,6.5,7,0.75,0.47,0.03,0.15,1.4
1178,Final Fantasy III,NES,1990,Role-Playing,Square,SquareSoft,9.1,,0,0,1.39,0.01,1.4
1179,WWE SmackDown vs Raw 2008,X360,2007,Fighting,THQ,Yuke's Media Creations,,,0.9,0.36,0,0.13,1.4
1180,Portal 2,PS3,2011,Shooter,Valve,Valve Software,9.7,,0.72,0.45,0.02,0.21,1.4
1181,NBA Jam,SNES,1994,Sports,Acclaim Entertainment,Iguana Entertainment,,,1.19,0.16,0,0.03,1.39
1182,Call of Duty 3,PS3,2006,Shooter,Activision,Treyarch,8,8.4,0.54,0.58,0.03,0.24,1.39
1183,Hasbro Family Game Night,Wii,2008,Puzzle,Electronic Arts,EA Bright Light,,,0.95,0.3,0,0.13,1.39
1184,Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,EA Digital Illusions CE,8.6,,0.78,0.42,0.04,0.14,1.39
1185,Smarty Pants,Wii,2007,Misc,Electronic Arts,EA Los Angeles,6.5,,0.5,0.73,0,0.16,1.39
1186,Madden NFL 2002,PS,2001,Sports,Electronic Arts,EA Sports,,,0.78,0.53,0,0.09,1.39
1187,Hitman: Absolution,X360,2012,Action,Square Enix,IO Interactive,,,0.54,0.68,0.01,0.15,1.39
1188,Dynasty Warriors 5,PS2,2005,Action,Tecmo Koei,Omega Force,,,0.24,0.18,0.91,0.06,1.39
1189,Dave Mirra Freestyle BMX 2,PS2,2001,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",,,0.67,0.53,0,0.18,1.38
1190,True Crime: Streets of LA,XB,2003,Action,Activision,Luxoflux,,,0.96,0.37,0,0.05,1.38
1191,Hannah Montana: Spotlight World Tour,Wii,2007,Action,Disney Interactive Studios,Avalanche Software,,,0.87,0.38,0,0.13,1.38
1192,Kinectimals,X360,2010,Simulation,Microsoft Game Studios,Frontier Studio,7.5,,0.86,0.38,0,0.13,1.38
1193,Paper Mario,N64,2000,Role-Playing,Nintendo,Intelligent Systems,9.1,,0.58,0.18,0.59,0.02,1.38
1194,Duke Nukem: Time to Kill,PS,1998,Shooter,Take-Two Interactive,n-Space,,,0.77,0.54,0,0.07,1.38
1195,Homefront,X360,2011,Shooter,THQ,Kaos Studios,6.7,,0.77,0.45,0.02,0.14,1.38
1196,A Collection of Activision Classic Games for the Atari 2600,PS,1998,Misc,Activision,"Livesay Technologies, Inc.",3.8,,0.76,0.52,0,0.09,1.37
1197,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,Activision,Obsidian Entertainment,,,0.99,0.33,0,0.05,1.37
1198,LEGO Indiana Jones: The Original Adventures,PS2,2008,Adventure,LucasArts,Traveller's Tales,7.5,,0.6,0.61,0,0.16,1.37
1199,Ridge Racer,PSP,2004,Racing,Namco Bandai Games,Namco,8.8,,0.36,0.43,0.32,0.27,1.37
1200,Pocket Monsters Stadium,N64,1998,Strategy,Nintendo,HAL Laboratory,,,0,0,1.37,0,1.37
1201,Sonic Classic Collection,DS,2010,Platform,Sega,Sonic Team,7.5,,0.65,0.57,0,0.15,1.37
1202,BioShock 2,PS3,2010,Shooter,Take-Two Interactive,2K Marin,8.6,,0.75,0.41,0.02,0.19,1.37
1203,Dead to Rights,PS2,2002,Shooter,Electronic Arts,Namco,,,0.67,0.52,0,0.17,1.36
1204,The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,The Sims Studio,7.5,,0.52,0.63,0,0.2,1.36
1205,LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,LucasArts,Traveller's Tales,8.4,,0.57,0.48,0,0.3,1.36
1206,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,Traveller's Tales,7.5,,0.82,0.41,0,0.13,1.36
1207,Sonic Rivals,PSP,2006,Racing,Sega,Backbone Entertainment,7,,0.72,0.38,0,0.26,1.36
1208,SingStar Abba,PS2,2008,Misc,Sony Computer Entertainment,SCEE London Studio,,,0.23,0.92,0,0.21,1.36
1209,Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,Square Enix,TOSE Software,8.1,,0.07,0.04,1.24,0.01,1.36
1210,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,Gearbox Software,,,0.66,0.43,0.07,0.2,1.36
1211,Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,Red Storm Entertainment,,,0.86,0.45,0,0.06,1.36
1212,Rayman Raving Rabbids,Wii,2006,Misc,Ubisoft,Ubisoft Montpellier,7.5,,1.2,0.03,0.02,0.11,1.36
1213,Madden NFL 98,PS,1997,Sports,Electronic Arts,EA Tiburon,,,1.29,0.03,0,0.03,1.35
1214,Samurai Warriors,PS2,2004,Action,Electronic Arts,Omega Force,,,0.22,0.05,1.06,0.02,1.35
1215,Inazuma Eleven 2: Blizzard / Firestorm,DS,2009,Role-Playing,Level 5,Level 5,,,0,0.14,1.18,0.02,1.35
1216,Sega Genesis Collection,PSP,2006,Misc,Sega,Sega,8.3,,0.52,0.52,0,0.32,1.35
1217,SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,SCEE London Studio,,,0,1.04,0,0.31,1.35
1218,SaGa Frontier,PS,1997,Role-Playing,Sony Computer Entertainment,SquareSoft,8,,0.15,0.04,1.07,0.09,1.35
1219,SoulCalibur IV,PS3,2008,Fighting,Ubisoft,Project Soul,8.3,,0.67,0.36,0.14,0.18,1.35
1220,The Simpsons: Hit & Run,XB,2003,Racing,Vivendi Games,Radical Entertainment,7.7,,0.7,0.58,0,0.07,1.35
1221,Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,Sculptured Software,,,1.03,0.27,0,0.04,1.34
1222,Doom 3,XB,2005,Shooter,Activision,Vicarious Visions,,,0.85,0.43,0,0.06,1.34
1223,Test Drive,PS2,2002,Racing,Atari,Pitbull Syndicate,,,0.95,0.21,0.01,0.18,1.34
1224,Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,EA Black Box,7.9,,1.22,0.05,0.05,0.01,1.34
1225,FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,EA Canada,,,0.2,0.75,0,0.38,1.34
1226,FIFA Soccer 08,X360,2007,Sports,Electronic Arts,EA Canada,,,0.31,0.88,0.01,0.14,1.34
1227,Fight Night Round 4,X360,2009,Fighting,Electronic Arts,EA Canada,8.6,,0.91,0.31,0,0.12,1.34
1228,MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,EA Sports,,,1.1,0.06,0,0.18,1.34
1229,Dead Space 2,X360,2011,Shooter,Electronic Arts,Visceral Games,9.1,,0.83,0.38,0,0.13,1.34
1230,Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,Nintendo EAD Tokyo,7.9,,0.84,0.22,0.24,0.04,1.34
1231,Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,Square Enix,Square Enix / Think and Feel Inc.,8.2,,0.31,0.4,0.54,0.09,1.34
1232,Max Payne 2: The Fall of Max Payne,PS2,2003,Shooter,Take-Two Interactive,Remedy Entertainment,6.8,,0.65,0.51,0,0.17,1.34
1233,Super Scribblenauts,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,5TH Cell,7.9,,0.97,0.25,0,0.12,1.34
